gene	divergence	chrom	start
GAPDHS	0.0	NC_071463.1	30308279
GAREM1	0.0	NC_071454.1	70365008
GARIN2	0.0	NC_071451.1	98107021
GARNL3	0.0	NC_071442.1	172909479
GAS2	0.0005555566666666667	NC_071452.1	85128921
GAS2L1	0.00030722000000000003	NC_071442.1	197079054
GAS2L2	0.0017155875	NC_071446.1	94714979
GAS7	0.0001562745	NC_071446.1	72525177
GASK1A	0.0007873137575757576	NC_071456.1	19571394
GATA2	0.0	NC_071456.1	67599428
GATA3	0.0	NC_071448.1	4094547
GATA6	0.0	NC_071454.1	60194613
GATAD2A	0.0	NC_071463.1	17816677
GATB	0.00189394125	NC_071444.1	41061353
GBA3	0.0	NC_071444.1	167312899
GBE1	0.0	NC_071462.1	12423772
GBF1	0.0	NC_071453.1	91895160
GBP5	0.00424088	NC_071448.1	123885078
GBX1	0.0	NC_071449.1	94375739
GC	0.0	NC_071444.1	122450105
GCH1	0.0	NC_071451.1	85294000
GCHFR	0.0	NC_071451.1	41585888
GCK	0.001292424	NC_071449.1	11426785
GCLM	0.0	NC_071448.1	129027934
GCN1	0.0	NC_071450.1	119764254
GCNT4	0.0007796221818181817	NC_071443.1	132778967
GDAP1	0.0	NC_071457.1	50153876
GDAP1L1	0.0	NC_071446.1	37603389
GDNF	0.000887837	NC_071443.1	164506930
GDPD5	0.0001424414457831325	NC_071452.1	62178396
GFAP	8.4005375e-05	NC_071446.1	81324190
GFI1	0.0	NC_071448.1	127409252
GFM1	0.0	NC_071458.1	19941715
GFM2	0.0	NC_071443.1	133070870
GFOD1	0.00274995	NC_071445.1	15795600
GFPT2	0.0	NC_071443.1	68066679
GFRA1	0.00231054	NC_071453.1	105649216
GFRA2	0.0	NC_071454.1	16944646
GFRAL	0.0	NC_071445.1	59788159
GGA2	0.0	NC_071453.1	21890506
GGTA1	0.0	NC_071442.1	166910187
GHR	3.162953846153846e-05	NC_071443.1	159615953
GHRHR	0.0	NC_071449.1	24584406
GHSR	0.0	NC_071458.1	7597370
GID4	0.0	NC_071446.1	65243970
GID8	0.00015780971428571428	NC_071446.1	56200893
GIGYF2	0.0	NC_071447.1	150596147
GIMAP2	0.0	NC_071449.1	94873712
GIMAP4	0.0	NC_071449.1	94926531
GIMAP8	0.0	NC_071449.1	95056025
GIN1	0.0	NC_071443.1	104075751
GIPC1	0.00138889	NC_071463.1	12919338
GIPC2	0.0	NC_071448.1	112477070
GIT1	6.7251e-05	NC_071446.1	100071466
GIT2	0.0	NC_071450.1	109343630
GJB2	0.0	NC_071446.1	135951438
GJB3	0.00109649	NC_071448.1	68441902
GJB5	0.0	NC_071448.1	68416267
GJD2	0.0	NC_071451.1	47942064
GJD3	0.0	NC_071446.1	88891568
GJE1	0.01153517	NC_071445.1	145029189
GK2	0.000512821	NC_071444.1	114782113
GKAP1	0.0	NC_071442.1	95989230
GLB1L	0.0	NC_071447.1	137457084
GLDN	0.0	NC_071451.1	34867248
GLI2	0.0014367825	NC_071447.1	101857647
GLI3	0.0	NC_071449.1	9582767
GLI4	0.0	NC_071457.1	52633767
GLIPR1	0.0	NC_071450.1	74574251
GLIPR1L2	0.0	NC_071450.1	74477598
GLIPR2	0.00462963	NC_071442.1	140109364
GLIS1	2.164502380952381e-05	NC_071448.1	87698321
GLP1R	0.0	NC_071445.1	43562155
GLP2R	0.0	NC_071446.1	72492820
GLRA1	0.0	NC_071443.1	48831905
GLRA3	0.000479923	NC_071444.1	14575509
GLRB	0.0	NC_071444.1	35293915
GLS	0.00024518799999999997	NC_071447.1	34562127
GLT8D2	0.000426985	NC_071450.1	103485685
GLYATL1	0.0028745947826086956	NC_071452.1	113047159
GMEB2	0.0	NC_071446.1	56848950
GML	0.0	NC_071457.1	53046784
GMPPA	0.0012987016883116884	NC_071447.1	137724883
GMPS	0.0	NC_071458.1	22667083
GNAI1	0.0004805366666666667	NC_071449.1	67024247
GNAI2	0.0	NC_071456.1	26574491
GNAI3	0.0	NC_071448.1	144754417
GNAO1	0.0	NC_071461.1	10861662
GNAQ	0.0	NC_071442.1	101950128
GNAS	0.000379075	NC_071446.1	52167293
GNAT2	0.00015267175	NC_071448.1	144774323
GNAT3	0.0	NC_071449.1	66753963
GNAZ	0.000517063	NC_071442.1	191654233
GNB1L	0.0	NC_071442.1	209041469
GNB5	0.0	NC_071451.1	35677081
GNE	0.0	NC_071442.1	140207029
GNG12	0.0004152133333333333	NC_071448.1	102014810
GNG2	0.0	NC_071451.1	82350129
GNL1	0.0	NC_071445.1	32597885
GNL2	0.000398406	NC_071448.1	71232286
GNPDA1	0.0	NC_071443.1	38494280
GNPTAB	7.009102040816327e-05	NC_071450.1	101325347
GNS	0.0022779	NC_071450.1	50958495
GOLGA3	0.0	NC_071450.1	132404072
GOLGA7	0.0	NC_071454.1	39157106
GOLGB1	0.00015780466666666666	NC_071456.1	75274895
GOLIM4	0.0	NC_071458.1	11962061
GOLM1	0.0	NC_071442.1	93895068
GOLT1B	0.000402576	NC_071450.1	46172243
GOPC	0.000873362	NC_071445.1	120005237
GORASP1	0.0	NC_071458.1	70035039
GORASP2	0.0	NC_071447.1	55363813
GOSR1	0.0	NC_071446.1	99200176
GOT1	0.0	NC_071453.1	89024373
GPA33	0.0	NC_071459.1	28679610
GPAA1	0.0004040948275862069	NC_071457.1	51856896
GPAM	4.480088235294118e-05	NC_071453.1	101787215
GPBP1	0.001497005	NC_071443.1	149415646
GPC1	0.0	NC_071447.1	158217642
GPC6	0.0	NC_071442.1	9404925
GPD1	7.932100000000001e-05	NC_071450.1	65909225
GPD2	0.0003490064516129033	NC_071447.1	70133572
GPER1	0.000109218	NC_071443.1	56016858
GPHN	0.0	NC_071451.1	97421929
GPR107	0.00089499	NC_071442.1	175775093
GPR119	0.0	NC_071464.1	121952112
GPR135	0.0	NC_071451.1	90041491
GPR137	0.000767358947368421	NC_071452.1	118108893
GPR137C	0.000422476	NC_071451.1	83017337
GPR139	0.000452591	NC_071453.1	19237757
GPR146	0.0	NC_071443.1	56047223
GPR149	0.000681663	NC_071458.1	24134598
GPR155	0.0	NC_071447.1	51822215
GPR156	0.0	NC_071456.1	76668429
GPR158	0.0003367005	NC_071448.1	24171168
GPR161	0.0	NC_071459.1	27706851
GPR174	0.000204792	NC_071464.1	73731539
GPR176	0.0	NC_071451.1	42627286
GPR18	0.0	NC_071442.1	14266006
GPR182	0.0	NC_071450.1	59153642
GPR183	0.000616143	NC_071442.1	14317218
GPR21	0.000217723	NC_071442.1	168714199
GPR22	0.0	NC_071449.1	75213408
GPR3	0.0	NC_071448.1	61159336
GPR35	0.00168421	NC_071447.1	158385224
GPR52	0.0006051915	NC_071459.1	22098422
GPR61	0.0001503533333333333	NC_071448.1	144712139
GPR62	0.0	NC_071456.1	28268613
GPR82	0.0	NC_071464.1	40987960
GPR83	0.0002608833333333333	NC_071452.1	42665404
GPR87	0.0	NC_071458.1	26970174
GPRC5B	0.0	NC_071453.1	19078336
GPRC6A	0.00174216	NC_071445.1	119224780
GPRIN1	0.000489237	NC_071443.1	66407639
GPRIN3	0.0003153936	NC_071444.1	104438228
GPS1	0.0013271399999999999	NC_071446.1	133765920
GPSM1	0.0	NC_071442.1	181906580
GPT	0.0	NC_071457.1	51453144
GPX3	0.000317763	NC_071443.1	47825489
GRAMD1B	0.0	NC_071452.1	20830691
GRAMD2B	0.0	NC_071443.1	79549548
GRAP	0.0	NC_071446.1	79062181
GRB10	0.0052028785	NC_071449.1	17213186
GRB14	0.0	NC_071447.1	61923589
GREB1L	0.0	NC_071454.1	59492324
GREM1	0.000708466	NC_071451.1	48217187
GREP1	0.0007918437333333334	NC_071453.1	2868884
GRIA1	0.0	NC_071443.1	50719610
GRIA3	0.0	NC_071464.1	115164507
GRIA4	9.243833333333333e-05	NC_071452.1	3410095
GRID1	0.0	NC_071453.1	40394014
GRID2	0.0	NC_071444.1	99863041
GRID2IP	0.0003539405	NC_071443.1	14275754
GRIK1	0.0	NC_071462.1	33870915
GRIK2	0.0	NC_071445.1	103907164
GRIK3	0.0008462968571428572	NC_071448.1	70455522
GRIK4	0.00011648220588235294	NC_071452.1	18344885
GRIN2A	0.0	NC_071453.1	9658377
GRIN2B	0.003089735	NC_071450.1	7804559
GRIN3A	0.00165563	NC_071442.1	146959664
GRIP1	0.00046826201612903224	NC_071450.1	49125373
GRIP2	0.001863588466666667	NC_071456.1	65413947
GRK1	0.00248756	NC_071442.1	28486474
GRK2	0.0002637133333333333	NC_071452.1	121128523
GRK5	0.0	NC_071453.1	108974180
GRM1	0.0	NC_071445.1	149171362
GRM3	0.00021492933333333334	NC_071449.1	60199988
GRM4	0.0	NC_071445.1	38478843
GRM5	0.0	NC_071452.1	48429820
GRM6	0.00013871555555555555	NC_071443.1	69858742
GRM7	0.0	NC_071456.1	58188414
GRM8	0.0	NC_071449.1	117023963
GRPEL1	0.0	NC_071444.1	183508036
GSAP	0.0	NC_071449.1	70032624
GSE1	0.0006194692	NC_071461.1	39959763
GSG1L	0.0	NC_071453.1	26259138
GSK3B	0.0	NC_071456.1	76815859
GSKIP	0.0	NC_071451.1	127096708
GSTA4	0.0	NC_071445.1	57321340
GSTCD	0.0	NC_071444.1	87720479
GTDC1	0.00019478	NC_071447.1	82865693
GTF2A1	0.000257599	NC_071451.1	112032732
GTF2B	0.0	NC_071448.1	123333512
GTF2E1	0.0004257133333333333	NC_071456.1	76179647
GTF2E2	0.0	NC_071454.1	28688804
GTF3C1	0.0	NC_071453.1	25863638
GTF3C5	0.0	NC_071442.1	178669113
GTPBP1	0.0	NC_071442.1	206893808
GTPBP10	4.02705e-05	NC_071449.1	56445099
GTPBP8	0.0	NC_071456.1	98110254
GUCY1A1	0.0007693155555555556	NC_071444.1	36824524
GUCY1B1	0.00013796916666666665	NC_071444.1	36756587
GUCY2F	0.0	NC_071464.1	102009010
GULP1	0.0005676055161290322	NC_071447.1	37004514
GYS2	0.00223714	NC_071450.1	46094211
GZF1	0.000403225625	NC_071446.1	28293216
GZMA	0.0018180719999999998	NC_071443.1	151559680
H1-2	0.0	NC_071445.1	3243799
H2AFY2	0.0	NC_071453.1	56428633
H6PD	0.00088168	NC_071448.1	44196427
HABP4	0.0	NC_071442.1	76634382
HACD2	0.0	NC_071456.1	73490783
HACD4	0.0	NC_071442.1	124767516
HACE1	0.0	NC_071445.1	107023571
HAL	0.0	NC_071450.1	95542218
HAO1	0.0	NC_071446.1	13052704
HAS2	0.00319489	NC_071457.1	73932516
HAS3	0.0	NC_071461.1	23302490
HAUS4	0.0	NC_071451.1	53140357
HBEGF	0.000205974	NC_071443.1	36755793
HBP1	0.0	NC_071449.1	74938845
HBS1L	0.0	NC_071445.1	137788087
HCFC2	0.0	NC_071450.1	103523113
HCLS1	0.0	NC_071456.1	75308849
HCRTR1	0.0	NC_071448.1	65328514
HDAC2	0.00177305	NC_071445.1	116370760
HDAC4	0.0	NC_071447.1	156918989
HDAC9	0.0	NC_071449.1	36850938
HDC	0.0	NC_071451.1	33723997
HDDC2	0.0006775066666666667	NC_071445.1	127937471
HDGFL1	0.00014294285714285714	NC_071445.1	6497018
HDGFL3	0.0	NC_071447.1	22729904
HDHD2	0.000726216	NC_071454.1	85174459
HDX	0.0	NC_071464.1	78664206
HEATR1	0.0	NC_071460.1	45090483
HEATR5A	0.0	NC_071451.1	61577953
HEATR6	0.0	NC_071446.1	94173201
HECA	0.0	NC_071445.1	142012882
HECTD1	0.0	NC_071451.1	61364918
HECTD2	0.0	NC_071453.1	80869948
HECTD3	0.0	NC_071448.1	78782827
HECTD4	0.0	NC_071450.1	111692617
HECW2	0.00026465483076923077	NC_071447.1	113620055
HEG1	0.000396825	NC_071456.1	71997092
HELB	0.0002876875	NC_071450.1	49330030
HELZ	0.0	NC_071446.1	118227544
HEMGN	0.0	NC_071442.1	143085819
HEMK1	0.0	NC_071456.1	26898578
HENMT1	0.0009867317647058822	NC_071448.1	143798542
HEPACAM	0.0	NC_071452.1	22271165
HEPACAM2	0.0	NC_071449.1	53683989
HEPHL1	0.0	NC_071452.1	42956629
HERC1	0.0	NC_071451.1	7887239
HERC2	0.0	NC_071447.1	529888
HERC3	0.002108435	NC_071444.1	105118887
HERC4	0.0	NC_071453.1	59010516
HERC5	0.0	NC_071444.1	105341156
HERC6	0.0	NC_071444.1	105375759
HES6	0.0	NC_071447.1	156032145
HESX1	0.00105097	NC_071456.1	68793765
HEXD	0.0	NC_071446.1	134159106
HEY2	0.0	NC_071445.1	128409359
HEYL	0.003448275	NC_071448.1	73238352
HFM1	0.0	NC_071448.1	125956815
HGD	0.0	NC_071456.1	76306594
HGF	0.001984126666666667	NC_071449.1	65426908
HGSNAT	0.0028985499999999997	NC_071454.1	41845066
HHAT	0.0002131475	NC_071460.1	14591952
HHIP	0.0	NC_071444.1	48427081
HHIPL1	0.000358712	NC_071451.1	130465189
HHLA1	0.0	NC_071457.1	63640477
HIBADH	0.0	NC_071449.1	27869814
HID1	0.0	NC_071446.1	126982150
HIGD2A	0.0	NC_071443.1	67608953
HINT2	0.0	NC_071442.1	139744413
HINT3	0.0	NC_071445.1	128625519
HIP1	0.0	NC_071443.1	8476828
HIP1R	0.0005710159743589743	NC_071450.1	122472762
HIPK1	0.0	NC_071448.1	149210954
HIPK2	0.0002192925974025974	NC_071449.1	104912292
HIPK3	0.0	NC_071452.1	95438316
HIVEP2	0.00145985	NC_071445.1	145786252
HIVEP3	0.00022733828125	NC_071448.1	75134018
HJURP	0.007318645	NC_071447.1	151576645
HK3	0.0020462438095238096	NC_071443.1	66114228
HKDC1	0.0	NC_071453.1	57318930
HLF	0.0	NC_071446.1	106959655
HLTF	0.0	NC_071458.1	29219987
HMCES	0.0	NC_071456.1	66777459
HMCN1	0.0	NC_071459.1	37695757
HMCN2	0.0004006172614107884	NC_071442.1	176088695
HMG20A	0.0	NC_071451.1	21084612
HMGA2	0.0	NC_071450.1	49670734
HMGN3	0.0	NC_071445.1	80713291
HMGXB3	0.0001437814	NC_071443.1	46805249
HNF1B	0.0	NC_071446.1	93999575
HNF4G	0.0	NC_071457.1	49128714
HNMT	0.0	NC_071447.1	88826895
HNRNPD	0.0	NC_071444.1	111653838
HNRNPUL1	0.0	NC_071463.1	35132337
HOMER1	0.0	NC_071443.1	128295652
HOMER2	0.0	NC_071447.1	22483429
HOOK1	0.0	NC_071448.1	93957564
HOOK3	0.000154464	NC_071454.1	41625093
HOXC12	0.0	NC_071450.1	62031938
HPCAL4	0.00016400166666666666	NC_071448.1	73289472
HPS1	0.000705787471264368	NC_071453.1	87887096
HPS3	0.00113933	NC_071458.1	29179124
HPSE	0.0	NC_071444.1	110581959
HPSE2	0.0	NC_071453.1	87951195
HPX	0.001269035	NC_071452.1	68832953
HR	0.0	NC_071454.1	16239743
HRH2	0.003605775	NC_071443.1	64831027
HRH3	0.000512295	NC_071446.1	55522035
HRH4	0.000692281	NC_071454.1	62622517
HROB	0.0	NC_071446.1	67125777
HRURF	0.0	NC_071454.1	16238205
HS2ST1	0.00036075	NC_071448.1	121479023
HS3ST2	0.0	NC_071453.1	21352063
HS3ST4	0.00146843	NC_071453.1	24507518
HS3ST5	0.000459244	NC_071445.1	116468434
HS6ST1	0.000595593	NC_071447.1	32738459
HSD11B1	0.0	NC_071460.1	33491225
HSF2	0.0	NC_071445.1	125015154
HSF4	0.0	NC_071461.1	21310964
HSP90B1	0.0013885439999999998	NC_071450.1	103365421
HSPA12A	0.0016954980000000001	NC_071453.1	106263946
HSPA12B	0.0011068941176470587	NC_071446.1	9181772
HSPA14	0.0	NC_071448.1	13983865
HSPA4L	0.0	NC_071444.1	65666438
HSPG2	0.0006822614473684209	NC_071448.1	55752953
HSPH1	0.0	NC_071446.1	146436147
HTR1D	0.0	NC_071448.1	57058640
HTR2A	0.0	NC_071442.1	68453135
HTR2C	0.0	NC_071464.1	106903151
HTRA1	0.0	NC_071453.1	112535485
HTRA3	0.00777605	NC_071444.1	184742501
HTT	0.0	NC_071444.1	186189051
HUNK	0.000144134	NC_071462.1	36385291
HUS1	0.00324044	NC_071449.1	14695299
HUWE1	0.0008116885714285714	NC_071464.1	52190916
HVCN1	0.0	NC_071450.1	110058600
HYAL1	0.0	NC_071456.1	26635455
HYAL3	0.0	NC_071456.1	26628048
HYDIN	0.0	NC_071461.1	27461531
HYOU1	0.0	NC_071452.1	16488834
IAPP	0.0014461333333333334	NC_071450.1	46270211
IARS1	0.0	NC_071442.1	80338874
IBA57	0.0009411776	NC_071460.1	35261971
IBSP	0.000932835	NC_071444.1	105942631
IBTK	0.0	NC_071445.1	83854688
ICA1	7.13521e-06	NC_071449.1	47780327
ICA1L	0.0	NC_071447.1	120414099
ICE1	7.041015384615385e-05	NC_071443.1	197117007
IDE	0.0	NC_071453.1	81836367
IDH2	0.00046167999999999996	NC_071447.1	17506422
IDO1	0.0	NC_071454.1	37557949
IFFO2	0.0	NC_071448.1	52908385
IFI44	0.0	NC_071448.1	113134852
IFIH1	0.001052632	NC_071447.1	64142147
IFIT3	0.0	NC_071453.1	78542318
IFNG	0.0	NC_071450.1	47404649
IFNGR1	0.0	NC_071445.1	140051273
IFNLR1	0.0	NC_071448.1	57948643
IFRD1	0.0	NC_071449.1	80310589
IFRD2	0.00643777	NC_071456.1	26627443
IFT122	0.0	NC_071456.1	66569417
IFT43	0.0	NC_071451.1	106898659
IFT74	0.0	NC_071442.1	131263916
IFT80	0.0	NC_071458.1	17956456
IFT88	0.0	NC_071446.1	136405151
IFTAP	0.0	NC_071452.1	98747208
IGBP1	0.0	NC_071464.1	64323432
IGF1R	0.0	NC_071447.1	9239173
IGF2BP2	0.005319149999999999	NC_071456.1	8452869
IGFBP3	0.0007199519999999999	NC_071449.1	12994048
IGFBPL1	0.0	NC_071442.1	142405053
IGFN1	0.00024239782608695648	NC_071460.1	24354635
IGHMBP2	0.0020879575000000003	NC_071452.1	122538815
IGSF10	0.0	NC_071458.1	26805291
IGSF11	0.0	NC_071456.1	77813020
IGSF21	0.0	NC_071448.1	52372354
IGSF22	0.0	NC_071452.1	81409836
IGSF8	0.0023076900000000003	NC_071459.1	13583860
IGSF9B	3.111901612903226e-05	NC_071452.1	31502379
IKBIP	0.0	NC_071450.1	98192540
IKBKB	0.0	NC_071454.1	40949648
IKZF1	0.00043994699999999994	NC_071449.1	16951156
IKZF2	0.00016962984210526315	NC_071447.1	131210833
IKZF3	0.0	NC_071446.1	116305690
IKZF4	0.0	NC_071450.1	60085735
IL10RA	0.000364697	NC_071452.1	15423100
IL10RB	0.0	NC_071462.1	37577509
IL11RA	0.0	NC_071442.1	138551243
IL12RB2	0.0	NC_071448.1	101686981
IL13RA1	0.0	NC_071464.1	110684882
IL15	0.0	NC_071444.1	51194119
IL16	0.0	NC_071447.1	24662479
IL17A	0.0	NC_071445.1	56651418
IL17F	0.00041736333333333334	NC_071445.1	56697200
IL17RB	0.0	NC_071456.1	30150595
IL17RC	0.0	NC_071456.1	61074219
IL17RE	0.0002973536666666667	NC_071456.1	61068352
IL18BP	0.001950707272727273	NC_071452.1	65660358
IL1RAP	0.0031233324999999997	NC_071456.1	13346194
IL1RAPL1	0.0	NC_071464.1	29329172
IL1RAPL2	0.0	NC_071464.1	98571608
IL20RA	0.0	NC_071445.1	139868940
IL22	0.0	NC_071450.1	47312182
IL22RA1	0.00017120366666666665	NC_071448.1	57915263
IL23R	0.0	NC_071448.1	101525456
IL2RA	0.0106383	NC_071448.1	5988689
IL31RA	0.0	NC_071443.1	150737974
IL4R	0.0	NC_071453.1	25743585
IL6ST	0.00153905	NC_071443.1	150707794
IL7	0.0	NC_071457.1	46138104
IL7R	0.0	NC_071443.1	166528001
IL9	0.0	NC_071443.1	32336165
ILDR1	0.0006075325	NC_071456.1	74903877
ILDR2	0.002581757142857143	NC_071459.1	28808134
ILF3	0.0	NC_071463.1	9503641
ILK	0.0	NC_071452.1	69019168
ILKAP	0.0	NC_071447.1	155981316
ILRUN	0.0	NC_071445.1	38952132
ILVBL	0.0005567925	NC_071463.1	13909568
IMMP1L	0.0010698244146341463	NC_071452.1	93564884
IMMP2L	0.0	NC_071449.1	78601178
IMPA2	0.0	NC_071454.1	45650586
IMPACT	0.000881835	NC_071454.1	62550736
IMPDH1	0.0	NC_071449.1	115856646
IMPG1	0.0	NC_071445.1	77270397
INCENP	0.0002543225	NC_071452.1	115969733
ING4	0.0	NC_071450.1	18931122
INHA	0.00047824	NC_071447.1	137798674
INHBA	0.0004965245	NC_071449.1	9118321
INKA1	0.0	NC_071456.1	26168710
INO80	0.0	NC_071451.1	41295042
INO80D	0.0	NC_071447.1	123918005
INPP4B	0.0007877775	NC_071444.1	50005243
INPP5J	0.0002013963157894737	NC_071442.1	198762713
INPPL1	0.0	NC_071452.1	65449464
INS	0.0	NC_071452.1	126457464
INSC	0.0	NC_071452.1	77738848
INSIG1	0.0	NC_071449.1	90224900
INSIG2	0.000317782	NC_071447.1	99232504
INSL6	0.0026738	NC_071442.1	108669486
INSRR	0.0	NC_071459.1	10802141
INSYN2B	0.0003259378888888889	NC_071443.1	58903123
INTS1	0.00035519932203389835	NC_071443.1	55613134
INTS6	0.0	NC_071442.1	63867723
INTS7	0.0	NC_071460.1	13312056
INTU	0.0	NC_071444.1	65858277
IP6K1	0.0	NC_071456.1	26150238
IP6K2	0.0002997	NC_071456.1	25086703
IPCEF1	0.0	NC_071445.1	157284727
IPMK	9.26785e-05	NC_071453.1	68858243
IPO11	0.00063857	NC_071443.1	143897154
IPO13	0.0	NC_071448.1	77690345
IPO5	0.0	NC_071442.1	13017657
IPO7	0.0	NC_071452.1	72006701
IPO8	0.0	NC_071450.1	37098475
IPO9	0.0	NC_071460.1	25020456
IQANK1	0.0	NC_071457.1	52136049
IQCA1	0.0014822125	NC_071447.1	154102444
IQCB1	0.0015796980952380952	NC_071456.1	75062198
IQCD	0.00414938	NC_071450.1	112691412
IQCE	0.0	NC_071443.1	17856748
IQCF5	0.0006349206666666666	NC_071456.1	28188821
IQCM	0.0	NC_071444.1	43147840
IQGAP1	0.0	NC_071447.1	18183196
IQGAP2	0.0	NC_071443.1	131141061
IQGAP3	0.0	NC_071459.1	10524112
IQSEC1	0.0	NC_071456.1	63986041
IQSEC2	0.0015019410000000001	NC_071464.1	51901320
IQUB	0.0008893815384615384	NC_071449.1	120770527
IRAG1	0.0	NC_071452.1	73145280
IRAK1	0.0	NC_071464.1	145283588
IRAK1BP1	0.002830853333333333	NC_071445.1	80358152
IRAK3	0.0	NC_071450.1	49381329
IRF2	0.0	NC_071444.1	5097307
IRF6	0.0	NC_071460.1	33583937
IRGQ	0.001206835	NC_071463.1	36662941
IRS4	0.0	NC_071464.1	101379287
ISG20	0.0	NC_071447.1	16135771
ISL1	0.0	NC_071443.1	155143983
ISM1	0.0	NC_071446.1	18327956
ITCH	0.00574713	NC_071446.1	2732116
ITGA1	0.0	NC_071443.1	153618666
ITGA11	0.00120773	NC_071451.1	12942170
ITGA4	0.00014537	NC_071447.1	44245430
ITGA5	0.0	NC_071450.1	61577619
ITGA6	0.0	NC_071447.1	53806752
ITGA8	0.0	NC_071448.1	14581132
ITGAV	0.0	NC_071447.1	39046944
ITGB1	0.0	NC_071448.1	30836233
ITGB3	0.0	NC_071446.1	83169876
ITGB3BP	0.000610128	NC_071448.1	97622289
ITGB5	0.00064935	NC_071456.1	72146365
ITGB6	0.00016477182352941176	NC_071447.1	66478556
ITGB7	0.0002474842105263158	NC_071450.1	62795924
ITGB8	0.0	NC_071449.1	35185364
ITGBL1	0.0	NC_071442.1	16572883
ITIH1	0.0	NC_071456.1	29112815
ITIH3	0.00024076076923076924	NC_071456.1	29116589
ITIH5	0.004	NC_071448.1	4468221
ITIH6	0.0	NC_071464.1	53339461
ITPK1	3.551677419354839e-05	NC_071451.1	123655701
ITPKB	0.00282486	NC_071460.1	18739842
ITPR1	0.00036075055555555557	NC_071456.1	55506621
ITPR2	2.456407738095238e-05	NC_071450.1	40964010
ITPRID1	0.0	NC_071449.1	23943908
ITPRID2	0.0005714285714285715	NC_071447.1	43844757
ITPRIP	0.0024982	NC_071453.1	93995842
ITSN1	0.0	NC_071462.1	38069006
IVD	0.0	NC_071451.1	41954066
IVNS1ABP	0.00099206375	NC_071459.1	37042321
IZUMO1R	0.0	NC_071452.1	42750159
IZUMO3	0.0	NC_071442.1	128526711
JADE2	0.0	NC_071443.1	31010687
JADE3	0.0	NC_071464.1	46408805
JAK1	0.0006491400000000001	NC_071448.1	99131052
JAKMIP1	0.0	NC_071444.1	182463623
JAKMIP2	0.00210084	NC_071443.1	44248418
JAM3	0.0002	NC_071452.1	31749578
JARID2	0.0009046501739130436	NC_071445.1	13791308
JDP2	0.0	NC_071451.1	106270342
JHY	3.9133799999999995e-05	NC_071452.1	20290990
JPH1	0.0	NC_071457.1	50267809
JPH2	0.0	NC_071446.1	37475724
JRKL	0.0	NC_071452.1	40552430
JUP	0.0011474466666666666	NC_071446.1	87437907
KALRN	8.495159420289855e-06	NC_071456.1	72342587
KANK4	0.002213575	NC_071448.1	96381960
KANSL1	0.0	NC_071446.1	82837879
KANSL1L	0.0	NC_071447.1	128244531
KANSL2	0.0	NC_071450.1	67326882
KAT6A	0.0	NC_071454.1	39864341
KAT6B	0.0	NC_071453.1	51564774
KATNA1	0.0	NC_071445.1	152469687
KATNAL1	0.0	NC_071446.1	145564838
KATNAL2	0.005270515	NC_071454.1	85127388
KATNIP	9.920009677419354e-05	NC_071453.1	26004986
KAZN	0.0	NC_071448.1	49541668
KBTBD12	0.0	NC_071456.1	68076765
KBTBD4	0.0	NC_071452.1	109374599
KCNA3	0.00022229644444444446	NC_071448.1	145794391
KCNA6	0.0	NC_071450.1	16625768
KCNAB1	0.00044014	NC_071458.1	22081428
KCNAB2	0.001870072	NC_071448.1	40979519
KCNAB3	0.0	NC_071446.1	70575926
KCNC1	0.0	NC_071452.1	80506463
KCNC2	0.0	NC_071450.1	74116398
KCNC4	0.00113302	NC_071448.1	145377873
KCND1	0.0	NC_071464.1	47928646
KCND2	0.0	NC_071449.1	124122013
KCND3	0.0	NC_071448.1	147011757
KCNE2	0.0	NC_071462.1	38695455
KCNE4	0.00239234	NC_071447.1	141276509
KCNE5	0.0	NC_071464.1	102166887
KCNG1	0.0002804556	NC_071446.1	44283469
KCNH2	0.0006049600000000001	NC_071449.1	94582020
KCNH4	0.00053648125	NC_071446.1	117683626
KCNH5	0.000271503	NC_071451.1	93281542
KCNH6	0.000597848076923077	NC_071446.1	84813634
KCNH7	0.0	NC_071447.1	64062673
KCNH8	0.000735915	NC_071458.1	51125034
KCNIP1	0.0	NC_071443.1	59764858
KCNJ10	0.0	NC_071459.1	13527264
KCNJ11	0.00133905	NC_071452.1	80100813
KCNJ12	0.001046025	NC_071446.1	60690366
KCNJ13	0.00126636	NC_071447.1	150617011
KCNJ5	0.0	NC_071452.1	26383821
KCNJ5-AS1	0.0	NC_071452.1	26374962
KCNJ8	0.00233643	NC_071450.1	45945142
KCNJ9	0.000966184	NC_071459.1	13580047
KCNK10	0.0001009285	NC_071451.1	118987808
KCNK15	0.0021739125	NC_071446.1	38104885
KCNK17	0.00402685	NC_071445.1	43830446
KCNK2	0.0	NC_071460.1	10222888
KCNK4	0.0	NC_071452.1	118114883
KCNK5	0.000180832	NC_071445.1	43706892
KCNMA1	6.726647869674186e-05	NC_071453.1	48996871
KCNMB2	0.0	NC_071456.1	662191
KCNN2	0.0	NC_071443.1	92188350
KCNN3	0.0003616375	NC_071459.1	8670945
KCNN4	0.0	NC_071463.1	36855170
KCNQ1	0.0	NC_071452.1	125942611
KCNQ2	0.0	NC_071446.1	56624545
KCNQ3	0.0	NC_071457.1	63545416
KCNQ4	0.00364906875	NC_071448.1	74383906
KCNQ5	0.0	NC_071445.1	74353977
